id_penjualan,id_distributor,id_invoice,tanggal,id_customer,id_barang,jumlah_barang,unit,harga,mata_uang,level,nama,id_cabang_sales,cabang_sales,grup,kode_barang,nama_barang,kemasan,nama_tipe,kode_lini,lini
IN6098BRG0010,EPM,IN6098,2029-03-22,CUST55599,BRG0010,19,DUS,6940,IDR,Company,"KLINIK GM",CAB03,Jakarta,Klinik,BRG0010,PARACETAMOL,BOTOL,"Produk jadi",208,SLCYL
IN6078BRG0001,TD,IN6078,2030-03-22,CUST55600,BRG0001,12,DUS,1170,IDR,Company,"APOTEK MERDEKA",CAB04,Bandung,Apotek,BRG0001,"ACYCLOVIR DUS",DUS,"Produk jadi",206,"OGB & PH"
IN6085BRG0002,TA,IN6085,2031-03-22,CUST55601,BRG0002,25,DUS,2338,IDR,Company,"KLINIK SAHABAT",CAB05,Tangerang,Klinik,BRG0002,"ALERGINE TABLET SALUT",DUS,"Produk jadi",203,ETIKAL
IN6018BRG0003,EPM,IN6018,2001-04-22,CUST55602,BRG0003,14,DUS,10691,IDR,Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Apotek,BRG0003,AMPICILLIN,BOTOL,"Produk jadi",210,MARCKS
IN6001BRG0004,TD,IN6001,2002-04-22,CUST55603,BRG0004,21,DUS,8701,IDR,Company,"APOTEK SAHABAT",CAB07,Padang,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",KAPSUL,"Produk jadi",201,VNS
IN6271BRG0005,TA,IN6271,2003-04-22,CUST55604,BRG0005,22,DUS,5648,IDR,Company,"KLINIK DR. ANDRI",CAB08,Lampung,Klinik,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",TABLET,"Produk jadi",203,SLCYL
IN6207BRG0006,EPM,IN6207,2004-04-22,CUST55605,BRG0006,12,DUS,2819,IDR,Company,"APOTEK TAPAK",CAB01,Aceh,Apotek,BRG0006,"KETOCONAZOLE TABLET 200 MG",TABLET,"Produk jadi",205,"OGB & PH"
IN6187BRG0007,TD,IN6187,2005-04-22,CUST55606,BRG0007,25,DUS,4592,IDR,Company,"APOTEK MAJA",CAB02,Kuningan,Apotek,BRG0007,"ERGOTAMINE COFFEINE",BOTOL,"Produk jadi",206,ETIKAL
IN5995BRG0008,TD,IN5995,2006-04-22,CUST55607,BRG0008,14,DUS,3992,IDR,Company,"KLINIK GM",CAB03,Jakarta,Klinik,BRG0008,"TETRACYCLINE KAPSUL 250 MG",KAPSUL,"Produk jadi",204,MARCKS
IN6156BRG0009,TA,IN6156,2007-04-22,CUST55608,BRG0009,24,DUS,5781,IDR,Company,"APOTEK MERDEKA",CAB04,Bandung,Apotek,BRG0009,"AMBROXOL HC",BOTOL,"Produk jadi",207,VNS
IN6232BRG0010,EPM,IN6232,2008-04-22,CUST55609,BRG0010,10,DUS,6940,IDR,Company,"KLINIK SAHABAT",CAB05,Tangerang,Klinik,BRG0010,PARACETAMOL,BOTOL,"Produk jadi",208,SLCYL
IN5998BRG0001,TD,IN5998,2009-04-22,CUST55610,BRG0001,23,DUS,1170,IDR,Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Apotek,BRG0001,"ACYCLOVIR DUS",DUS,"Produk jadi",206,"OGB & PH"
IN6227BRG0002,TA,IN6227,2010-04-22,CUST55611,BRG0002,12,DUS,2338,IDR,Company,"APOTEK SAHABAT",CAB07,Padang,Apotek,BRG0002,"ALERGINE TABLET SALUT",DUS,"Produk jadi",203,ETIKAL
IN6027BRG0003,EPM,IN6027,2011-04-22,CUST55612,BRG0003,10,DUS,10691,IDR,Company,"APOTEK TAPAK",CAB01,Aceh,Apotek,BRG0003,AMPICILLIN,BOTOL,"Produk jadi",210,MARCKS
IN6157BRG0004,TD,IN6157,2012-04-22,CUST55613,BRG0004,67,DUS,8701,IDR,Company,"APOTEK MAJA",CAB02,Kuningan,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",KAPSUL,"Produk jadi",201,VNS
IN6180BRG0005,TA,IN6180,2013-04-22,CUST55614,BRG0005,98,DUS,5648,IDR,Company,"KLINIK GM",CAB03,Jakarta,Klinik,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",TABLET,"Produk jadi",203,SLCYL
IN6257BRG0006,EPM,IN6257,2014-04-22,CUST55615,BRG0006,5,DUS,2819,IDR,Company,"APOTEK MERDEKA",CAB04,Bandung,Apotek,BRG0006,"KETOCONAZOLE TABLET 200 MG",TABLET,"Produk jadi",205,"OGB & PH"
IN6031BRG0001,TD,IN6031,2015-04-22,CUST55616,BRG0001,4,DUS,4592,IDR,Company,"KLINIK SAHABAT",CAB05,Tangerang,Klinik,BRG0001,"ACYCLOVIR DUS",DUS,"Produk jadi",206,"OGB & PH"
IN6082BRG0002,TD,IN6082,2016-04-22,CUST55617,BRG0002,8,DUS,3992,IDR,Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Apotek,BRG0002,"ALERGINE TABLET SALUT",DUS,"Produk jadi",203,ETIKAL
IN6174BRG0003,TA,IN6174,2017-04-22,CUST55618,BRG0003,9,DUS,5781,IDR,Company,"APOTEK SAHABAT",CAB07,Padang,Apotek,BRG0003,AMPICILLIN,BOTOL,"Produk jadi",210,MARCKS
IN6237BRG0004,EPM,IN6237,2018-04-22,CUST55619,BRG0004,10,DUS,6940,IDR,Company,"KLINIK DR. ANDRI",CAB08,Lampung,Klinik,BRG0004,"TRAMADOL KAPSUL 50 MG",KAPSUL,"Produk jadi",201,VNS
IN6021BRG0001,TD,IN6021,2019-04-22,CUST55620,BRG0001,7,DUS,1170,IDR,Company,"APOTEK TAPAK",CAB01,Aceh,Apotek,BRG0001,"ACYCLOVIR DUS",DUS,"Produk jadi",206,"OGB & PH"
IN6056BRG0002,TA,IN6056,2020-04-22,CUST55621,BRG0002,100,DUS,2338,IDR,Company,"APOTEK MAJA",CAB02,Kuningan,Apotek,BRG0002,"ALERGINE TABLET SALUT",DUS,"Produk jadi",203,ETIKAL
IN5983BRG0003,EPM,IN5983,2021-04-22,CUST55622,BRG0003,67,DUS,10691,IDR,Company,"KLINIK GM",CAB03,Jakarta,Klinik,BRG0003,AMPICILLIN,BOTOL,"Produk jadi",210,MARCKS
IN6139BRG0004,TD,IN6139,2022-04-22,CUST55623,BRG0004,78,DUS,8701,IDR,Company,"APOTEK MERDEKA",CAB04,Bandung,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",KAPSUL,"Produk jadi",201,VNS
IN6126BRG0005,TD,IN6126,2023-04-22,CUST55624,BRG0005,45,DUS,5648,IDR,Company,"KLINIK SAHABAT",CAB05,Tangerang,Klinik,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",TABLET,"Produk jadi",203,SLCYL
IN6127BRG0006,TA,IN6127,2024-04-22,CUST55625,BRG0006,34,DUS,2819,IDR,Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Apotek,BRG0006,"KETOCONAZOLE TABLET 200 MG",TABLET,"Produk jadi",205,"OGB & PH"
IN6035BRG0007,EPM,IN6035,2025-04-22,CUST55626,BRG0007,20,DUS,4592,IDR,Company,"APOTEK SAHABAT",CAB07,Padang,Apotek,BRG0007,"ERGOTAMINE COFFEINE",BOTOL,"Produk jadi",206,ETIKAL
IN6309BRG0008,TD,IN6309,2026-04-22,CUST55627,BRG0008,45,DUS,3992,IDR,Company,"APOTEK TAPAK",CAB01,Aceh,Apotek,BRG0008,"TETRACYCLINE KAPSUL 250 MG",KAPSUL,"Produk jadi",204,MARCKS
IN6073BRG0009,TA,IN6073,2027-04-22,CUST55628,BRG0009,34,DUS,5781,IDR,Company,"APOTEK MAJA",CAB02,Kuningan,Apotek,BRG0009,"AMBROXOL HC",BOTOL,"Produk jadi",207,VNS
IN6277BRG0010,EPM,IN6277,2028-04-22,CUST55629,BRG0010,34,DUS,6940,IDR,Company,"KLINIK GM",CAB03,Jakarta,Klinik,BRG0010,PARACETAMOL,BOTOL,"Produk jadi",208,SLCYL
IN6197BRG0001,TD,IN6197,2029-04-22,CUST55630,BRG0001,34,DUS,1170,IDR,Company,"APOTEK MERDEKA",CAB04,Bandung,Apotek,BRG0001,"ACYCLOVIR DUS",DUS,"Produk jadi",206,"OGB & PH"
IN6225BRG0002,TA,IN6225,2030-04-22,CUST55631,BRG0002,44,DUS,2338,IDR,Company,"KLINIK SAHABAT",CAB05,Tangerang,Klinik,BRG0002,"ALERGINE TABLET SALUT",DUS,"Produk jadi",203,ETIKAL
IN5999BRG0003,EPM,IN5999,2001-05-22,CUST55632,BRG0003,5,DUS,10691,IDR,Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Apotek,BRG0003,AMPICILLIN,BOTOL,"Produk jadi",210,MARCKS
IN6223BRG0004,TD,IN6223,2002-05-22,CUST55633,BRG0004,6,DUS,8701,IDR,Company,"APOTEK SAHABAT",CAB07,Padang,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",KAPSUL,"Produk jadi",201,VNS
IN6273BRG0005,TD,IN6273,2003-05-22,CUST55634,BRG0005,79,DUS,5648,IDR,Company,"KLINIK DR. ANDRI",CAB08,Lampung,Klinik,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",TABLET,"Produk jadi",203,SLCYL
IN6047BRG0006,TA,IN6047,2026-04-22,CUST55635,BRG0006,12,DUS,2819,IDR,Company,"APOTEK TAPAK",CAB01,Aceh,Apotek,BRG0006,"KETOCONAZOLE TABLET 200 MG",TABLET,"Produk jadi",205,"OGB & PH"
IN6071BRG0007,EPM,IN6071,2027-04-22,CUST55636,BRG0007,95,DUS,4592,IDR,Company,"APOTEK MAJA",CAB02,Kuningan,Apotek,BRG0007,"ERGOTAMINE COFFEINE",BOTOL,"Produk jadi",206,ETIKAL
IN6009BRG0008,TD,IN6009,2028-04-22,CUST55637,BRG0008,76,DUS,3992,IDR,Company,"KLINIK GM",CAB03,Jakarta,Klinik,BRG0008,"TETRACYCLINE KAPSUL 250 MG",KAPSUL,"Produk jadi",204,MARCKS
IN6075BRG0009,TA,IN6075,2016-04-22,CUST55638,BRG0009,48,DUS,5781,IDR,Company,"APOTEK MERDEKA",CAB04,Bandung,Apotek,BRG0009,"AMBROXOL HC",BOTOL,"Produk jadi",207,VNS
IN6218BRG0010,EPM,IN6218,2017-04-22,CUST55639,BRG0010,21,DUS,6940,IDR,Company,"KLINIK SAHABAT",CAB05,Tangerang,Klinik,BRG0010,PARACETAMOL,BOTOL,"Produk jadi",208,SLCYL
IN5985BRG0001,TD,IN5985,2018-04-22,CUST55640,BRG0001,22,DUS,1170,IDR,Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Apotek,BRG0001,"ACYCLOVIR DUS",DUS,"Produk jadi",206,"OGB & PH"
IN6154BRG0002,TA,IN6154,2019-04-22,CUST55641,BRG0002,12,DUS,2338,IDR,Company,"APOTEK SAHABAT",CAB07,Padang,Apotek,BRG0002,"ALERGINE TABLET SALUT",DUS,"Produk jadi",203,ETIKAL
IN6145BRG0003,EPM,IN6145,2020-04-22,CUST55642,BRG0003,25,DUS,10691,IDR,Company,"APOTEK TAPAK",CAB01,Aceh,Apotek,BRG0003,AMPICILLIN,BOTOL,"Produk jadi",210,MARCKS
IN6315BRG0004,TD,IN6315,2021-04-22,CUST55643,BRG0004,14,DUS,8701,IDR,Company,"APOTEK MAJA",CAB02,Kuningan,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",KAPSUL,"Produk jadi",201,VNS
IN6168BRG0005,TD,IN6168,2013-05-22,CUST55644,BRG0005,24,DUS,5648,IDR,Company,"KLINIK GM",CAB03,Jakarta,Klinik,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",TABLET,"Produk jadi",203,SLCYL
IN6192BRG0006,TA,IN6192,2014-05-22,CUST55645,BRG0006,10,DUS,2819,IDR,Company,"APOTEK MERDEKA",CAB04,Bandung,Apotek,BRG0006,"KETOCONAZOLE TABLET 200 MG",TABLET,"Produk jadi",205,"OGB & PH"
IN6285BRG0001,EPM,IN6285,2015-05-22,CUST55646,BRG0001,130,DUS,4592,IDR,Company,"KLINIK SAHABAT",CAB05,Tangerang,Klinik,BRG0001,"ACYCLOVIR DUS",DUS,"Produk jadi",206,"OGB & PH"
IN6077BRG0002,TD,IN6077,2016-05-22,CUST55647,BRG0002,12,DUS,3992,IDR,Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Apotek,BRG0002,"ALERGINE TABLET SALUT",DUS,"Produk jadi",203,ETIKAL
IN6057BRG0003,TA,IN6057,2017-05-22,CUST55648,BRG0003,10,DUS,5781,IDR,Company,"APOTEK SAHABAT",CAB07,Padang,Apotek,BRG0003,AMPICILLIN,BOTOL,"Produk jadi",210,MARCKS
IN6252BRG0004,EPM,IN6252,2018-05-22,CUST55649,BRG0004,67,DUS,6940,IDR,Company,"KLINIK DR. ANDRI",CAB08,Lampung,Klinik,BRG0004,"TRAMADOL KAPSUL 50 MG",KAPSUL,"Produk jadi",201,VNS
IN6272BRG0001,TD,IN6272,2019-05-22,CUST55650,BRG0001,98,DUS,1170,IDR,Company,"APOTEK TAPAK",CAB01,Aceh,Apotek,BRG0001,"ACYCLOVIR DUS",DUS,"Produk jadi",206,"OGB & PH"
IN6150BRG0002,TD,IN6150,2020-05-22,CUST55651,BRG0002,5,DUS,2338,IDR,Company,"APOTEK MAJA",CAB02,Kuningan,Apotek,BRG0002,"ALERGINE TABLET SALUT",DUS,"Produk jadi",203,ETIKAL
IN6298BRG0003,TA,IN6298,2021-05-22,CUST55652,BRG0003,4,DUS,10691,IDR,Company,"KLINIK GM",CAB03,Jakarta,Klinik,BRG0003,AMPICILLIN,BOTOL,"Produk jadi",210,MARCKS
IN6295BRG0004,EPM,IN6295,2022-05-22,CUST55653,BRG0004,8,DUS,8701,IDR,Company,"APOTEK MERDEKA",CAB04,Bandung,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",KAPSUL,"Produk jadi",201,VNS
IN6022BRG0005,TD,IN6022,2023-05-22,CUST55654,BRG0005,9,DUS,5648,IDR,Company,"KLINIK SAHABAT",CAB05,Tangerang,Klinik,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",TABLET,"Produk jadi",203,SLCYL
IN6090BRG0006,TA,IN6090,2024-05-22,CUST55655,BRG0006,21,DUS,2819,IDR,Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Apotek,BRG0006,"KETOCONAZOLE TABLET 200 MG",TABLET,"Produk jadi",205,"OGB & PH"
IN5996BRG0007,EPM,IN5996,2025-05-22,CUST55656,BRG0007,22,DUS,4592,IDR,Company,"APOTEK SAHABAT",CAB07,Padang,Apotek,BRG0007,"ERGOTAMINE COFFEINE",BOTOL,"Produk jadi",206,ETIKAL
IN6111BRG0008,TD,IN6111,2026-05-22,CUST55657,BRG0008,12,DUS,3992,IDR,Company,"APOTEK TAPAK",CAB01,Aceh,Apotek,BRG0008,"TETRACYCLINE KAPSUL 250 MG",KAPSUL,"Produk jadi",204,MARCKS
IN6194BRG0009,TA,IN6194,2018-04-22,CUST55658,BRG0009,25,DUS,5781,IDR,Company,"APOTEK MAJA",CAB02,Kuningan,Apotek,BRG0009,"AMBROXOL HC",BOTOL,"Produk jadi",207,VNS
IN5987BRG0010,EPM,IN5987,2019-04-22,CUST55659,BRG0010,14,DUS,6940,IDR,Company,"KLINIK GM",CAB03,Jakarta,Klinik,BRG0010,PARACETAMOL,BOTOL,"Produk jadi",208,SLCYL
IN6313BRG0001,TD,IN6313,2020-04-22,CUST55660,BRG0001,24,DUS,1170,IDR,Company,"APOTEK MERDEKA",CAB04,Bandung,Apotek,BRG0001,"ACYCLOVIR DUS",DUS,"Produk jadi",206,"OGB & PH"
IN6138BRG0002,TD,IN6138,2018-04-22,CUST55661,BRG0002,10,DUS,2338,IDR,Company,"KLINIK SAHABAT",CAB05,Tangerang,Klinik,BRG0002,"ALERGINE TABLET SALUT",DUS,"Produk jadi",203,ETIKAL
IN6316BRG0003,TA,IN6316,2019-04-22,CUST55662,BRG0003,120,DUS,10691,IDR,Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Apotek,BRG0003,AMPICILLIN,BOTOL,"Produk jadi",210,MARCKS
IN6019BRG0004,EPM,IN6019,2020-04-22,CUST55663,BRG0004,12,DUS,8701,IDR,Company,"APOTEK SAHABAT",CAB07,Padang,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",KAPSUL,"Produk jadi",201,VNS
IN6283BRG0005,TD,IN6283,2019-05-22,CUST55664,BRG0005,10,DUS,5648,IDR,Company,"KLINIK DR. ANDRI",CAB08,Lampung,Klinik,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",TABLET,"Produk jadi",203,SLCYL
IN6169BRG0006,TA,IN6169,2020-05-22,CUST55665,BRG0006,67,DUS,2819,IDR,Company,"APOTEK TAPAK",CAB01,Aceh,Apotek,BRG0006,"KETOCONAZOLE TABLET 200 MG",TABLET,"Produk jadi",205,"OGB & PH"
IN6121BRG0007,EPM,IN6121,2021-05-22,CUST55666,BRG0007,98,DUS,4592,IDR,Company,"APOTEK MAJA",CAB02,Kuningan,Apotek,BRG0007,"ERGOTAMINE COFFEINE",BOTOL,"Produk jadi",206,ETIKAL
IN6117BRG0008,TD,IN6117,2022-05-22,CUST55667,BRG0008,5,DUS,3992,IDR,Company,"KLINIK GM",CAB03,Jakarta,Klinik,BRG0008,"TETRACYCLINE KAPSUL 250 MG",KAPSUL,"Produk jadi",204,MARCKS
IN6201BRG0009,TA,IN6201,2023-05-22,CUST55668,BRG0009,4,DUS,5781,IDR,Company,"APOTEK MERDEKA",CAB04,Bandung,Apotek,BRG0009,"AMBROXOL HC",BOTOL,"Produk jadi",207,VNS
IN6179BRG0010,EPM,IN6179,2024-05-22,CUST55669,BRG0010,8,DUS,6940,IDR,Company,"KLINIK SAHABAT",CAB05,Tangerang,Klinik,BRG0010,PARACETAMOL,BOTOL,"Produk jadi",208,SLCYL
IN5978BRG0001,TD,IN5978,2025-05-22,CUST55670,BRG0001,9,DUS,1170,IDR,Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Apotek,BRG0001,"ACYCLOVIR DUS",DUS,"Produk jadi",206,"OGB & PH"
IN5993BRG0002,TD,IN5993,2026-05-22,CUST55671,BRG0002,1,DUS,2338,IDR,Company,"APOTEK SAHABAT",CAB07,Padang,Apotek,BRG0002,"ALERGINE TABLET SALUT",DUS,"Produk jadi",203,ETIKAL
IN6160BRG0003,TA,IN6160,2027-05-22,CUST55672,BRG0003,5,DUS,10691,IDR,Company,"APOTEK TAPAK",CAB01,Aceh,Apotek,BRG0003,AMPICILLIN,BOTOL,"Produk jadi",210,MARCKS
IN6282BRG0004,EPM,IN6282,2028-05-22,CUST55673,BRG0004,9,DUS,8701,IDR,Company,"APOTEK MAJA",CAB02,Kuningan,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",KAPSUL,"Produk jadi",201,VNS
IN6093BRG0005,TD,IN6093,2029-05-22,CUST55674,BRG0005,13,DUS,5648,IDR,Company,"KLINIK GM",CAB03,Jakarta,Klinik,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",TABLET,"Produk jadi",203,SLCYL
IN6166BRG0006,TA,IN6166,2030-05-22,CUST55675,BRG0006,1,DUS,2819,IDR,Company,"APOTEK MERDEKA",CAB04,Bandung,Apotek,BRG0006,"KETOCONAZOLE TABLET 200 MG",TABLET,"Produk jadi",205,"OGB & PH"
IN6010BRG0001,EPM,IN6010,2031-05-22,CUST55676,BRG0001,5,DUS,4592,IDR,Company,"KLINIK SAHABAT",CAB05,Tangerang,Klinik,BRG0001,"ACYCLOVIR DUS",DUS,"Produk jadi",206,"OGB & PH"
IN6100BRG0002,TD,IN6100,2001-06-22,CUST55677,BRG0002,9,DUS,3992,IDR,Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Apotek,BRG0002,"ALERGINE TABLET SALUT",DUS,"Produk jadi",203,ETIKAL
IN6222BRG0003,TD,IN6222,2002-06-22,CUST55678,BRG0003,1,DUS,5781,IDR,Company,"APOTEK SAHABAT",CAB07,Padang,Apotek,BRG0003,AMPICILLIN,BOTOL,"Produk jadi",210,MARCKS
IN6032BRG0004,TA,IN6032,2003-06-22,CUST55679,BRG0004,23,DUS,6940,IDR,Company,"KLINIK DR. ANDRI",CAB08,Lampung,Klinik,BRG0004,"TRAMADOL KAPSUL 50 MG",KAPSUL,"Produk jadi",201,VNS
IN6198BRG0001,EPM,IN6198,2004-06-22,CUST55680,BRG0001,4,DUS,1170,IDR,Company,"APOTEK TAPAK",CAB01,Aceh,Apotek,BRG0001,"ACYCLOVIR DUS",DUS,"Produk jadi",206,"OGB & PH"
IN6212BRG0002,TD,IN6212,2005-06-22,CUST55681,BRG0002,2,DUS,2338,IDR,Company,"APOTEK MAJA",CAB02,Kuningan,Apotek,BRG0002,"ALERGINE TABLET SALUT",DUS,"Produk jadi",203,ETIKAL
IN6288BRG0003,TA,IN6288,2006-06-22,CUST55682,BRG0003,17,DUS,10691,IDR,Company,"KLINIK GM",CAB03,Jakarta,Klinik,BRG0003,AMPICILLIN,BOTOL,"Produk jadi",210,MARCKS
IN6059BRG0004,EPM,IN6059,2007-06-22,CUST55683,BRG0004,11,DUS,8701,IDR,Company,"APOTEK MERDEKA",CAB04,Bandung,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",KAPSUL,"Produk jadi",201,VNS
IN6236BRG0005,TD,IN6236,2008-06-22,CUST55684,BRG0005,12,DUS,5648,IDR,Company,"KLINIK SAHABAT",CAB05,Tangerang,Klinik,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",TABLET,"Produk jadi",203,SLCYL
IN6296BRG0006,TA,IN6296,2009-06-22,CUST55685,BRG0006,12,DUS,2819,IDR,Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Apotek,BRG0006,"KETOCONAZOLE TABLET 200 MG",TABLET,"Produk jadi",205,"OGB & PH"
IN6324BRG0007,EPM,IN6324,2010-06-22,CUST55686,BRG0007,25,DUS,4592,IDR,Company,"APOTEK SAHABAT",CAB07,Padang,Apotek,BRG0007,"ERGOTAMINE COFFEINE",BOTOL,"Produk jadi",206,ETIKAL
IN6091BRG0008,TD,IN6091,2011-06-22,CUST55687,BRG0008,14,DUS,3992,IDR,Company,"APOTEK TAPAK",CAB01,Aceh,Apotek,BRG0008,"TETRACYCLINE KAPSUL 250 MG",KAPSUL,"Produk jadi",204,MARCKS
IN6033BRG0009,TD,IN6033,2012-06-22,CUST55688,BRG0009,34,DUS,5781,IDR,Company,"APOTEK MAJA",CAB02,Kuningan,Apotek,BRG0009,"AMBROXOL HC",BOTOL,"Produk jadi",207,VNS
IN6159BRG0010,TA,IN6159,2013-06-22,CUST55689,BRG0010,67,DUS,6940,IDR,Company,"KLINIK GM",CAB03,Jakarta,Klinik,BRG0010,PARACETAMOL,BOTOL,"Produk jadi",208,SLCYL
IN6264BRG0001,EPM,IN6264,2014-06-22,CUST55690,BRG0001,15,DUS,1170,IDR,Company,"APOTEK MERDEKA",CAB04,Bandung,Apotek,BRG0001,"ACYCLOVIR DUS",DUS,"Produk jadi",206,"OGB & PH"
IN6046BRG0002,TD,IN6046,2015-06-22,CUST55691,BRG0002,12,DUS,2338,IDR,Company,"KLINIK SAHABAT",CAB05,Tangerang,Klinik,BRG0002,"ALERGINE TABLET SALUT",DUS,"Produk jadi",203,ETIKAL
IN6268BRG0003,TA,IN6268,2016-06-22,CUST55692,BRG0003,25,DUS,10691,IDR,Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Apotek,BRG0003,AMPICILLIN,BOTOL,"Produk jadi",210,MARCKS
IN6310BRG0004,EPM,IN6310,2030-04-22,CUST55693,BRG0004,14,DUS,8701,IDR,Company,"APOTEK SAHABAT",CAB07,Padang,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",KAPSUL,"Produk jadi",201,VNS
IN6044BRG0005,TD,IN6044,2001-05-22,CUST55694,BRG0005,18,DUS,5648,IDR,Company,"KLINIK DR. ANDRI",CAB08,Lampung,Klinik,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",TABLET,"Produk jadi",203,SLCYL
IN6178BRG0006,TA,IN6178,2002-05-22,CUST55695,BRG0006,18,DUS,2819,IDR,Company,"APOTEK TAPAK",CAB01,Aceh,Apotek,BRG0006,"KETOCONAZOLE TABLET 200 MG",TABLET,"Produk jadi",205,"OGB & PH"
IN6270BRG0007,EPM,IN6270,2003-05-22,CUST55696,BRG0007,19,DUS,4592,IDR,Company,"APOTEK MAJA",CAB02,Kuningan,Apotek,BRG0007,"ERGOTAMINE COFFEINE",BOTOL,"Produk jadi",206,ETIKAL
IN6123BRG0008,TD,IN6123,2016-06-22,CUST55697,BRG0008,12,DUS,3992,IDR,Company,"KLINIK GM",CAB03,Jakarta,Klinik,BRG0008,"TETRACYCLINE KAPSUL 250 MG",KAPSUL,"Produk jadi",204,MARCKS
IN6265BRG0009,TD,IN6265,2030-04-22,CUST55698,BRG0009,25,DUS,5781,IDR,Company,"APOTEK MERDEKA",CAB04,Bandung,Apotek,BRG0009,"AMBROXOL HC",BOTOL,"Produk jadi",207,VNS
IN6158BRG0010,TA,IN6158,2001-05-22,CUST55699,BRG0010,14,DUS,6940,IDR,Company,"KLINIK SAHABAT",CAB05,Tangerang,Klinik,BRG0010,PARACETAMOL,BOTOL,"Produk jadi",208,SLCYL
IN6105BRG0001,EPM,IN6105,2002-05-22,CUST55700,BRG0001,21,DUS,1170,IDR,Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Apotek,BRG0001,"ACYCLOVIR DUS",DUS,"Produk jadi",206,"OGB & PH"
IN6213BRG0002,TD,IN6213,2003-05-22,CUST55701,BRG0002,22,DUS,2338,IDR,Company,"APOTEK SAHABAT",CAB07,Padang,Apotek,BRG0002,"ALERGINE TABLET SALUT",DUS,"Produk jadi",203,ETIKAL
IN6109BRG0003,TA,IN6109,2016-06-22,CUST55702,BRG0003,12,DUS,10691,IDR,Company,"APOTEK TAPAK",CAB01,Aceh,Apotek,BRG0003,AMPICILLIN,BOTOL,"Produk jadi",210,MARCKS
IN6249BRG0004,EPM,IN6249,2030-04-22,CUST55703,BRG0004,25,DUS,8701,IDR,Company,"APOTEK MAJA",CAB02,Kuningan,Apotek,BRG0004,"TRAMADOL KAPSUL 50 MG",KAPSUL,"Produk jadi",201,VNS
IN6067BRG0005,TD,IN6067,2001-05-22,CUST55704,BRG0005,14,DUS,5648,IDR,Company,"KLINIK GM",CAB03,Jakarta,Klinik,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",TABLET,"Produk jadi",203,SLCYL
IN6143BRG0006,TD,IN6143,2002-05-22,CUST55705,BRG0006,24,DUS,2819,IDR,Company,"APOTEK MERDEKA",CAB04,Bandung,Apotek,BRG0006,"KETOCONAZOLE TABLET 200 MG",TABLET,"Produk jadi",205,"OGB & PH"
IN5990BRG0001,TA,IN5990,2003-05-22,CUST55706,BRG0001,10,DUS,4592,IDR,Company,"KLINIK SAHABAT",CAB05,Tangerang,Klinik,BRG0001,"ACYCLOVIR DUS",DUS,"Produk jadi",206,"OGB & PH"
IN5992BRG0002,EPM,IN5992,2016-06-22,CUST55707,BRG0002,23,DUS,3992,IDR,Company,"APOTEK SINAR JAYA",CAB06,Bekasi,Apotek,BRG0002,"ALERGINE TABLET SALUT",DUS,"Produk jadi",203,ETIKAL
IN6132BRG0003,TD,IN6132,2030-04-22,CUST55708,BRG0003,12,DUS,5781,IDR,Company,"APOTEK SAHABAT",CAB07,Padang,Apotek,BRG0003,AMPICILLIN,BOTOL,"Produk jadi",210,MARCKS
